Offset,PID,Handle,Access,Type,Details,
0xe1f19160,1040,0x135c,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8251f9f8,1040,0x1360,0x1f0003,Event,,
0xe1f6e388,1040,0x1364,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x823f5b00,1040,0x1368,0x1a019f,File,\Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROV,
0x8250b300,1040,0x136c,0x1f0003,Event,,IDER
0x8217f260,1040,0x1374,0x1f0003,Event,,
0x81fdd798,1040,0x1378,0x1f0003,Event,,
0x82222da0,1040,0x137c,0x1f03ff,Thread,TID 1320 PID 1040,
0x81fdd768,1040,0x1380,0x1f0003,Event,EVENT_READYROOT/CIMV2PROVIDERSUBSYSTEM,
0x81fdd728,1040,0x1384,0x1f0003,Event,,
0x82194810,1040,0x1388,0x1f03ff,Thread,TID 1280 PID 1040,
0x82232cf0,1040,0x138c,0x1f0003,Event,EVENT_READYROOT/CIMV2WMI SELF-INSTRUMENTATION EVENT,
0x82199020,1040,0x1390,0x1f03ff,Thread,TID 1316 PID 1040,PROVIDER
0x82436da0,1040,0x1394,0x1f03ff,Thread,TID 1380 PID 1040,
0x82079cb0,1040,0x1398,0x1f0003,Event,,
0x823f1a58,1040,0x139c,0x1f0003,Event,,
0x821b9bf8,1040,0x13a0,0x1f0003,Event,,
0xe1f50cb0,1040,0x13a4,0x11,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\WI,
0x82199020,1040,0x13a8,0x1f03ff,Thread,TID 1316 PID 1040,NDOWSUPDATE\AUTO UPDATE
0xe1f1ec28,1040,0x13ac,0x10,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\E,
0x81fab5b0,1040,0x13b0,0x1f0003,Timer,,POCH
0x823f1af8,1040,0x13b4,0x1f0003,Event,,
0x824f8278,1040,0x13b8,0x21f0003,Event,,
0xe1f54320,1040,0x13bc,0x10,Key,MACHINE\SOFTWARE\MICROSOFT\SECURITY CENTER,
0x823f8bb8,1040,0x13c0,0x1f0003,Event,,
0xe1f29508,1040,0x13c4,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x81f66cf8,1040,0x13c8,0x21f0003,Event,,
0x824b7020,1040,0x13cc,0x1f03ff,Thread,TID 1604 PID 1040,
0x825055b0,1040,0x13d4,0x2,Event,,
0x823fc058,1040,0x13dc,0x100003,Event,,
0x81f73f18,1040,0x13e0,0x1f0003,Event,,
0x82436da0,1040,0x13e4,0x1f03ff,Thread,TID 1380 PID 1040,
0xe22de920,1040,0x13ec,0x1f0001,Port,,
0x8221aaf8,1040,0x13f4,0x1f0003,Event,,
0x821861e8,1040,0x13fc,0x1f0003,Event,,
0x81f81668,1040,0x1404,0x1f0003,Event,,
0x8232c648,1040,0x1410,0x1f0003,Event,,
0x8248bb78,1040,0x1414,0x1f03ff,Thread,TID 1412 PID 1040,
0x824b05b0,1040,0x1418,0x1f0003,Event,,
0x821b27d8,1040,0x141c,0x1f0003,Event,,
0xe1f22908,1040,0x1420,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0xe21e3448,1040,0x1424,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORK\CONNECT,
0x821b6c98,1040,0x1428,0x1f0003,Event,,IONS
0x81f92998,1040,0x142c,0x1f03ff,Thread,TID 1436 PID 1040,
0x821b24a0,1040,0x1430,0x1f0003,Event,,
0xe1f30350,1040,0x1434,0x1f0001,Port,,
0xe1f73988,1040,0x1438,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x81f9be00,1040,0x143c,0x12019f,File,\Device\NamedPipe\srvsvc,
0x8248bb78,1040,0x1440,0x1f03ff,Thread,TID 1412 PID 1040,
0x824b0548,1040,0x1444,0x1f0003,Event,,
0x81f87458,1040,0x1448,0x1f01ff,File,\Device\Afd\Endpoint,
0x81f66328,1040,0x144c,0x1f0003,Event,,
0x81f6da30,1040,0x1450,0x1f0003,Event,,
0x81f66290,1040,0x1454,0x1f0003,Event,,
0xe1f7cc50,1040,0x1458,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8248ba30,1040,0x145c,0x1f0003,Event,,
0x821cf8e8,1040,0x1460,0x21f0003,Event,,
0x821cf8b8,1040,0x1464,0x1f0003,Event,,
0x821cf918,1040,0x1468,0x1f03ff,Thread,TID 1368 PID 1040,
0x821cf848,1040,0x146c,0x1f0003,Event,,
0x81f662f0,1040,0x1470,0x100003,Semaphore,,
0x821cf878,1040,0x1474,0x1f0001,Mutant,,
0x81fae350,1040,0x1478,0x100003,Semaphore,,
0x8248b850,1040,0x147c,0x100003,Semaphore,,
0x81fa5b88,1040,0x1480,0x1f0003,Event,,
0xe1f2b978,1040,0x1484,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x821b5868,1040,0x1488,0x1f0003,Event,,
0x823346f0,1040,0x148c,0x100003,Semaphore,,
0xe1f655c0,1040,0x1490,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\TRACING\DOT3API,
0x823346c0,1040,0x1494,0x1f0003,Event,,
0x823f6700,1040,0x1498,0x100003,Semaphore,,
0x823f66c8,1040,0x149c,0x100003,Semaphore,,
0xe1f274a0,1040,0x14a0,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\TRACING\NETMAN,
0x823f6698,1040,0x14a4,0x1f0003,Event,,
0x81f92998,1040,0x14a8,0x1f03ff,Thread,TID 1436 PID 1040,
0xe1f27438,1040,0x14ac,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x823f63c8,1040,0x14b0,0x1f0003,Event,,
0x8247f020,1040,0x14b4,0x1f03ff,Thread,TID 1220 PID 1040,
0x81f9fc18,1040,0x14b8,0x1f0003,Event,,
0x821b3468,1040,0x14bc,0x1f0003,Event,,
0xe1f3aad8,1040,0x14c0,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x81fa5bb8,1040,0x14c4,0x1f0003,Event,,
0x81f7f290,1040,0x14c8,0x1f0003,Event,,
0x82224bf0,1040,0x14cc,0x1f0003,Event,,
0x81fa7278,1040,0x14d4,0x1f0003,Event,,
0xe1f6a3e8,1040,0x14d8,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8222c6d0,1040,0x14dc,0x1f0003,Event,,
0x8239bca0,1040,0x14e0,0x1f0003,Event,,
0xe16efc50,1040,0x14e4,0x1f0001,Port,FusApiPort,
0x820768c8,1040,0x14e8,0x1f03ff,Thread,TID 1692 PID 1040,
0x82178aa0,1040,0x14ec,0x1f0003,Event,,
0x82073278,1040,0x14f0,0x1f0003,Event,,
0x81f73790,1040,0x14f4,0x1f0003,Event,,
0x81f737c0,1040,0x14f8,0x1f0003,Event,,
0x82073248,1040,0x14fc,0x1f0003,Event,,
0x82076da0,1040,0x1500,0x1f03ff,Thread,TID 1736 PID 1040,
0x81faa2c8,1040,0x1504,0x1f0003,Event,,
0x821789b8,1040,0x1508,0x21f0003,Event,,
0x824ad360,1040,0x150c,0x1f0003,Event,,
0x820768c8,1040,0x1510,0x1f03ff,Thread,TID 1692 PID 1040,
0xe1f004c8,1040,0x1514,0x4,Section,,
0x82208940,1040,0x1518,0x100003,File,\Device\IPNAT,
0x82183708,1040,0x1520,0x1f0001,WaitablePort,NLAPublicPort,
0xe1f23098,1040,0x1524,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x821b8e30,1040,0x1528,0x1f0001,WaitablePort,NLAPrivatePort,
0x81f662c0,1040,0x152c,0x1f0003,Event,,
0x8225feb0,1040,0x1530,0x1f0003,Event,,
0xe1f05bb0,1040,0x1534,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0xe1f004c8,1040,0x1538,0xf0007,Section,,\NETWORK\LOCATION AWARENESS
0xe10775c8,1040,0x153c,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x824a98b0,1040,0x1540,0x12019f,File,\Device\HarddiskVolume1\WINDOWS\SoftwareDistribution,
0x8242c2a0,1040,0x1544,0x1f0003,Event,,\ReportingEvents.log
0x81f6bef8,1040,0x1548,0x160089,File,\Device\NamedPipe\Winsock2\CatalogChangeListener-410,
0x82534d00,1040,0x154c,0x1f0003,Event,,0
0x82199580,1040,0x1554,0x1f0003,Event,,
0x81f75020,1040,0x1558,0x1f03ff,Thread,TID 1800 PID 1040,
0x82222a78,1040,0x155c,0x1f0003,Event,,
0x82199610,1040,0x1560,0x1f0003,Event,,
0xe1f13350,1040,0x1564,0x1f0001,Port,,
0xe240a4e8,1040,0x1568,0x1f0001,Port,,
0xe22ed8e8,1040,0x156c,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0xe22cfb60,1040,0x1570,0x1f0001,Port,,
0xe1f37e38,1040,0x1578,0x1f0001,Port,,
0xe22a9030,1040,0x157c,0xc,Token,,
0x821b3e88,1040,0x1580,0x1f0003,Event,,
0xe2223538,1040,0x1584,0xc,Token,,
0x81f9bcd0,1040,0x1588,0x1f0003,Event,,
0x81f99320,1040,0x158c,0x1f0003,Event,,
0xe1077ed8,1040,0x1590,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0xe220d508,1040,0x1598,0x1f0001,Port,,
0x81fa6808,1040,0x159c,0x1f0003,Event,,
0xe21f3168,1040,0x15a0,0x1f0001,Port,,
0xe1f41e60,1040,0x15a4,0x1f0001,Port,,
0xe22a8658,1040,0x15a8,0x20019,Key,USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTV,
0x81fca308,1040,0x15ac,0x68,Process,svchost.exe(1040),ERSION\NETWORK\LOCATION AWARENESS
0x823f49f0,1040,0x15b8,0x12019f,File,\Device\NamedPipe\wkssvc,
0x8232d258,1040,0x15bc,0x1f0003,Event,,
0x824846e0,1040,0x15c4,0x1f03ff,Thread,TID 244 PID 1040,
0x821a8558,1040,0x15c8,0x478,Process,vmtoolsd.exe(1708),
0x8220bca0,1040,0x15cc,0x12019f,File,\Device\NamedPipe\browser,
0x81f73f80,1040,0x15d0,0x1f0003,Event,,
0x8222b6d8,1040,0x15d4,0x1f0003,Event,,
0x824b9758,1040,0x15d8,0x1f0003,Event,,
0xe2223538,1040,0x15e0,0xc,Token,,
0x8220cba8,1040,0x15e4,0x1f0003,Event,,
0x81f6f890,1040,0x15ec,0x100003,Event,,
0x821a1610,1040,0x15f0,0x12019f,File,\Device\NamedPipe\browser,
0xe1f7e2b8,1040,0x15f4,0x10,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\BROWSER\PARAME,
0xe210d1d0,1040,0x1600,0x20019,Key,MACHINE\SOFTWARE\CLASSES,TERS
0x824b7020,1040,0x1604,0x1f03ff,Thread,TID 1604 PID 1040,
0xe211bc38,1040,0x1608,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x82497588,1040,0x160c,0x1f0003,Event,,
0x81f992c0,1040,0x1610,0x1f0003,Event,,
0x82224a20,1040,0x1614,0x21f0003,Event,,
0xe1dbc9e8,1040,0x1618,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8222b630,1040,0x1624,0x1f0003,Event,,
0x8220cae0,1040,0x1628,0x1f0003,Event,,
0x82174f50,1040,0x162c,0x100003,Event,,
0xe2206ce0,1040,0x1630,0x1f0001,Port,,
0xe1f07b08,1040,0x1634,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x821ad4d8,1040,0x1638,0x1f0003,Event,,
0x821992b8,1040,0x163c,0x1f0003,Event,,
0x8222d320,1040,0x1640,0x21f0003,Event,,
0x8226c058,1040,0x1644,0x1f0001,Mutant,,
0x82202500,1040,0x1648,0x100003,File,\Device\IPNAT,
0xe2169a88,1040,0x1650,0x1f0001,Port,,
0x82089100,1040,0x1658,0x1f0003,Event,,
0xe2223538,1040,0x165c,0xc,Token,,
0x824c7588,1040,0x1660,0x100003,File,\Device\Tcp,
0x8207ac20,1040,0x1668,0x1f0003,Event,IPNAT,
0x821b24a0,1040,0x166c,0x20002,Event,,
0xe22a89e0,1040,0x1670,0xf0007,Section,,
0xe21eca58,1040,0x1678,0x1f0001,Port,,
0xe2223960,1040,0x167c,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8234cf50,1040,0x1680,0x21f0003,Event,,
0x82504e98,1040,0x1684,0x100003,Event,,
0xe22a8658,1040,0x1688,0x20019,Key,USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTV,
0xe22a89e0,1040,0x168c,0x4,Section,,ERSION\NETWORK\LOCATION AWARENESS
0x82272a88,1040,0x1690,0x13019f,File,\Device\HarddiskVolume1\System Volume Information\tr,
0x8241a020,1040,0x1694,0x1f03ff,Thread,TID 1164 PID 1040,acking.log
0x821b9770,1040,0x1698,0x100081,File,\Device\HarddiskVolume1\$Extend\$ObjId,
0x8218d1d0,1040,0x169c,0x100180,File,\Device\HarddiskVolume1,
0x82077380,1040,0x16a0,0x1f0003,Event,,
0x8222b600,1040,0x16a4,0x1f0003,Event,,
0xe221cbb8,1040,0x16a8,0x2001f,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORK\{4D36E9,
0x821a5560,1040,0x16ac,0x1f03ff,Thread,TID 1568 PID 1040,72-E325-11CE-BFC1-08002BE10318}\{0894B065-36EE-467B-A4AD-DAA8184951C9}\CONNECTION
0xe22c6378,1040,0x16b0,0x1f0001,Port,,
0x823d49d0,1040,0x16b8,0x1f03ff,Thread,TID 316 PID 1040,
0x82389150,1040,0x16bc,0x1f0003,Event,,
0x824ca090,1040,0x16c0,0x1f0003,Event,,
0x8242b448,1040,0x16c4,0x1f0003,Event,,
0x820b67e0,1040,0x16c8,0x1f0003,Event,,
0x820ba2d0,1040,0x16d4,0x1f0003,Event,,
0xe1f3e090,1040,0x16dc,0x10,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\SHAREDACCESS\E,
0x8220cb10,1040,0x16e0,0x100003,Event,,POCH
0xe220c808,1040,0x16e8,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0xe2213278,1040,0x16ec,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x821cf918,1040,0x16f0,0x1f03ff,Thread,TID 1368 PID 1040,
0x8232d020,1040,0x16f4,0x1f0003,Event,,
0x82480060,1040,0x16f8,0x1f0003,Event,,
0x820ba2a0,1040,0x16fc,0x1f0003,Event,,
0x824c80c0,1040,0x1700,0x1f0003,Event,,
0x824c80f0,1040,0x1704,0x1f0003,Event,,
0x82393980,1040,0x1708,0x1f03ff,Thread,TID 284 PID 1040,
0x8232d058,1040,0x170c,0x1f0003,Event,,
0x81f817d0,1040,0x1710,0x1f0003,Event,,
0xe22ce758,1040,0x1714,0xf003f,Key,USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM,
0x8225f638,1040,0x1718,0x1f0001,Mutant,,
0x81f89570,1040,0x171c,0x1f03ff,Thread,TID 1440 PID 1040,
0x821a1da0,1040,0x1720,0x1f0003,Event,,
0x820b3c80,1040,0x1724,0x100003,Semaphore,,
0xe2220618,1040,0x172c,0x1f0001,Port,,
0x82534d30,1040,0x1730,0x1f0003,Event,,
0x821932b0,1040,0x1734,0x1f0003,Event,,
0x8250b3f8,1040,0x1738,0x100003,Semaphore,,
0x81f00ce8,1040,0x173c,0x1f0003,Timer,,
0x81efdce8,1040,0x1740,0x1f0003,Timer,,
0x81ebeda0,1040,0x1744,0x1f03ff,Thread,TID 1372 PID 1040,
0x8217ffe8,1040,0x1748,0x1f0003,Semaphore,,
0xe22f0340,1040,0x174c,0xf003f,Key,USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM,
0xe1c59518,1040,0x1750,0xc,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\WI,\MUICACHE
0x821992b8,1040,0x1754,0x1f0003,Event,,NDOWSUPDATE\REPORTING\EVENTCACHE
0x82505ff0,1040,0x1758,0x1f0003,Event,,
0x82505fc0,1040,0x175c,0x1f0003,Event,,
0x824af280,1040,0x1760,0x1f0003,Event,,
0x82533280,1040,0x1764,0x1f0003,Event,,
0xe22d72f0,1040,0x1768,0x2001f,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORK\{4D36E9,
0x82197528,1040,0x176c,0x1f03ff,Thread,TID 900 PID 1040,72-E325-11CE-BFC1-08002BE10318}\{BE29B437-A9A0-479B-90AA-7276A219D289}\CONNECTION
0x8239a020,1040,0x1770,0x1f03ff,Thread,TID 1136 PID 1040,
0x81f87410,1040,0x1774,0x1f0001,Mutant,,
0x821a3518,1040,0x1778,0x1f0003,Event,,
0xe22e01c0,1040,0x177c,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x81f68020,1040,0x1780,0x100000,Process,lsass.exe(696),
0x8220cb78,1040,0x1784,0x1f0003,Event,,
0xe22d9440,1040,0x1788,0xc,Token,,
0x82174ea8,1040,0x178c,0x1f0003,Event,,
0x82393980,1040,0x1790,0x1f03ff,Thread,TID 284 PID 1040,
0x82505f90,1040,0x1794,0x1f0003,Event,,
0x823f4ed0,1040,0x1798,0x100003,Semaphore,,
0xe24b0bc0,1040,0x179c,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8220cb40,1040,0x17a4,0x100003,Semaphore,,
0x81f87350,1040,0x17a8,0x1f0003,Event,,
0x81fca308,1040,0x17ac,0x100000,Process,svchost.exe(1040),
0xe22c7498,1040,0x17b4,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\TRACING\RASDLG,
0x823f4ea0,1040,0x17b8,0x1f0003,Event,,
0x821a2190,1040,0x17bc,0x100000,Mutant,RasPbFile,
0x823fd710,1040,0x17c0,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x8225fe10,1040,0x17c4,0x1f0001,Mutant,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe220c9b0,1040,0x17c8,0x1f0001,Port,,
0xe1f6af40,1040,0x17cc,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x8225ff48,1040,0x17d0,0x4,WmiGuid,,
0x81fa56a0,1040,0x17d4,0x1f0003,Event,,
0x8219a3d0,1040,0x17d8,0x4,WmiGuid,,
0x823211d0,1040,0x17dc,0x1f0003,Event,,
0x81ebece8,1040,0x17e0,0x1f0003,Timer,,
0x82331f68,1040,0x17e4,0x1f0003,Timer,,
0x823d4f68,1040,0x17e8,0x1f0003,Timer,,
0x82397230,1040,0x17ec,0x1f03ff,Thread,TID 492 PID 1040,
0xe1f0abb0,1040,0x17f0,0x20019,Key,MACHINE\SOFTWARE\CLASSES,
0x822245a0,1040,0x17f4,0x1f0003,Event,,
0x81f73f80,1040,0x17f8,0x1f0003,Event,,
0x824846e0,1040,0x17fc,0x1f03ff,Thread,TID 244 PID 1040,
0xe10096c0,1100,0x4,0x20003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,1100,0x8,0x3,Directory,KnownDlls,
0x8251eb00,1100,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,
0x81f86598,1100,0x10,0x100003,Semaphore,,
0xe18f8940,1100,0x14,0xf000f,Directory,Windows,
0xe1c993b0,1100,0x18,0x21f0001,Port,,
0x81f86560,1100,0x1c,0x100003,Semaphore,,
0xe16333f0,1100,0x20,0x2000f,Directory,BaseNamedObjects,
0x81f7cea8,1100,0x24,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX,
0xe1c8b0d8,1100,0x28,0x2020019,Key,MACHINE,
0x821acb38,1100,0x2c,0xf006e,WindowStation,Service-0x0-3e4$,
0x8223ab60,1100,0x30,0x21f0003,Event,,
0x81fc9748,1100,0x34,0xf00cf,Desktop,Default,
0x821acb38,1100,0x38,0xf006e,WindowStation,Service-0x0-3e4$,
0x8223afc0,1100,0x3c,0x1f0003,Event,,
0x8251fc98,1100,0x40,0x100003,Semaphore,,
0x8223aaf8,1100,0x44,0x100003,Semaphore,,
0xe1c832d0,1100,0x48,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x8223a810,1100,0x4c,0x1f0003,Event,,\DRIVERS32
0x8251e8b8,1100,0x50,0x100001,File,\Device\KsecDD,
0x8223a7e0,1100,0x54,0x1f0003,Event,,
0xe16abe40,1100,0x58,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824013f0,1100,0x5c,0x100002,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},\DRIVERS32
0x824f1c28,1100,0x60,0x1f0003,Event,,
0x8251e7c0,1100,0x64,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x825072a8,1100,0x68,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x821f46e0,1100,0x6c,0x1f0003,Event,,
0x81fb4c90,1100,0x70,0x12019f,File,\Device\NamedPipe\net\NtControlPipe6,
0x821f46b0,1100,0x74,0x1f0003,Event,,
0x82194af0,1100,0x78,0x1f03ff,Thread,TID 1104 PID 1100,
0x82329da8,1100,0x7c,0x1f0003,Event,,
0xe1c57380,1100,0x80,0x1f0001,Port,,
0x82345248,1100,0x84,0x1200a0,File,\Device\Tcp,
0x8251ff90,1100,0x88,0x1200a0,File,\Device\Ip,
0x8219a028,1100,0x8c,0x120116,File,\Device\Tcp,
0x8251fd48,1100,0x90,0x100003,File,\Device\Ip,
0x8251fb00,1100,0x94,0x1200a0,File,\Device\Ip,
0x82219488,1100,0x98,0x100003,Semaphore,,
0x8251e3c8,1100,0x9c,0x100003,Semaphore,,
0xe1c9c3d8,1100,0xa0,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE,
0xe1ca1990,1100,0xa4,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETE,
0xe16abeb0,1100,0xa8,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS
0xe1c886e8,1100,0xac,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS\INTERFACES
0x8219a0f0,1100,0xb0,0x1f0003,Event,,RS
0x8238cd80,1100,0xb8,0x1f0003,Event,,
0xe19fd138,1100,0xbc,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0x823e83e8,1100,0xc0,0x1f0003,Event,,ETERS\PROTOCOL_CATALOG9
0xe1c70938,1100,0xc4,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0x823e8380,1100,0xc8,0x1f0003,Event,,ETERS\NAMESPACE_CATALOG5
0x825216d0,1100,0xcc,0x1f0003,Event,,
0x821fc130,1100,0xd0,0x1f03ff,Thread,TID 1188 PID 1100,
0x81f8c998,1100,0xd4,0x1f03ff,Thread,TID 1192 PID 1100,
0x82520888,1100,0xd8,0x100001,File,\Device\HarddiskVolume1\WINDOWS\system32\drivers\etc,
0x821d4898,1100,0xdc,0x1f0003,Event,,
0x823e3620,1100,0xe0,0x1f03ff,Thread,TID 424 PID 1100,
0xe15810b8,1100,0xe4,0x1f0001,Port,DNSResolver,
0x82520820,1100,0xe8,0x1f0003,Event,,
0x81f88a90,1100,0xec,0x1f03ff,Thread,TID 1200 PID 1100,
0x82333628,1100,0xf8,0x1200a0,File,\Device\Tcp,
0xe10096c0,1180,0x4,0x20003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,1180,0x8,0x3,Directory,KnownDlls,
0x821aad00,1180,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,
0x823e83b0,1180,0x10,0x100003,Semaphore,,
0xe18f8940,1180,0x14,0xf000f,Directory,Windows,
0xe1deec78,1180,0x18,0x21f0001,Port,,
0x823e8418,1180,0x1c,0x100003,Semaphore,,
0xe16333f0,1180,0x20,0x2000f,Directory,BaseNamedObjects,
0x81f7cea8,1180,0x24,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX,
0xe1c961d8,1180,0x28,0x2020019,Key,MACHINE,
0x8238ce08,1180,0x2c,0xf037f,WindowStation,Service-0x0-3e5$,
0x821bc168,1180,0x30,0x21f0003,Event,,
0x820894b8,1180,0x34,0xf01ff,Desktop,Default,
0x8238ce08,1180,0x38,0xf037f,WindowStation,Service-0x0-3e5$,
0x82520f58,1180,0x3c,0x1f0003,Event,,
0x822029e0,1180,0x40,0x100003,Semaphore,,
0x8206d190,1180,0x44,0x100003,Semaphore,,
0xe1c57dd8,1180,0x48,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x823ee198,1180,0x4c,0x1f0003,Event,,\DRIVERS32
0x82520428,1180,0x50,0x100001,File,\Device\KsecDD,
0x823ee168,1180,0x54,0x1f0003,Event,,
0xe1c92530,1180,0x58,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824013f0,1180,0x5c,0x100002,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},\DRIVERS32
0xe1ddcda8,1180,0x60,0x8,Token,,
0x8206d0c0,1180,0x64,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x821f1e88,1180,0x68,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x82329dd8,1180,0x6c,0x100003,Semaphore,,
0x823e8348,1180,0x70,0x100003,Semaphore,,
0x82521698,1180,0x74,0x100003,Semaphore,,
0x823fa6a0,1180,0x78,0x100003,Semaphore,,
0x823e1eb0,1180,0x7c,0x100003,Semaphore,,
0x823e1e78,1180,0x80,0x100003,Semaphore,,
0x82383330,1180,0x84,0x100003,Semaphore,,
0x823832f8,1180,0x88,0x100003,Semaphore,,
0x82387358,1180,0x8c,0x100003,Semaphore,,
0x82387320,1180,0x90,0x100003,Semaphore,,
0x8240d458,1180,0x94,0x100003,Semaphore,,
0x8240d420,1180,0x98,0x100003,Semaphore,,
0x824f2328,1180,0x9c,0x1f0003,Event,,
0x824f2358,1180,0xa0,0x1f0003,Event,,
0x824f22f8,1180,0xa4,0x1f0003,Event,,
0x8219d020,1180,0xa8,0x1f0003,Event,,
0x81f88658,1180,0xac,0x1f03ff,Thread,TID 1184 PID 1180,
0xe1dff438,1180,0xb0,0x1f0001,Port,,
0x8219d0f0,1180,0xb4,0x1f0003,Event,,
0x823d5888,1180,0xb8,0x1f0003,IoCompletion,,
0x8208d8f8,1180,0xbc,0x12019f,File,\Device\NamedPipe\net\NtControlPipe7,
0x8241e088,1180,0xc0,0x1f0003,IoCompletion,,
0x823d5888,1180,0xc4,0x1f0003,IoCompletion,,
0xe1d19be0,1180,0xc8,0x1f0001,Port,,
0x8219d060,1180,0xcc,0x1f0003,Event,,
0x81f976a8,1180,0xd0,0x1200a0,File,\Device\Tcp,
0x823a1550,1180,0xd4,0x1200a0,File,\Device\Ip,
0x822315a8,1180,0xd8,0x1200a0,File,\Device\Ip,
0x81f8e020,1180,0xdc,0x100003,Semaphore,,
0x82075170,1180,0xe0,0x100003,Semaphore,,
0xe1c602c0,1180,0xe4,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE,
0xe1999548,1180,0xe8,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETE,
0xe19c9a50,1180,0xec,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETE,RS
